사고ID,데이터구분,연도,사고일자,월,요일,학년,학년급,사고시간_정리,발생시각,사고장소_정리,사고당시활동_정리,사고형태_정리
SAMPLE-02778,합성 예시 데이터,2023,2023-03-15,3,수요일,1,저학년,쉬는시간,14:11,계단·복도,놀이·휴식,기타
SAMPLE-02779,합성 예시 데이터,2022,2022-03-02,3,수요일,5,고학년,점심시간,12:11,계단·복도,이동·보행,미끄러짐
SAMPLE-02780,합성 예시 데이터,2021,2021-06-11,6,금요일,5,고학년,방과후,16:51,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-02781,합성 예시 데이터,2024,2024-08-05,8,월요일,5,고학년,쉬는시간,13:41,운동장,기타 체육,넘어짐
SAMPLE-02782,합성 예시 데이터,2022,2022-08-22,8,월요일,2,저학년,점심시간,12:32,교실·학습공간,수업·실습,넘어짐
SAMPLE-02783,합성 예시 데이터,2024,2024-07-16,7,화요일,4,고학년,2교시,10:26,운동장,이동·보행,넘어짐
SAMPLE-02784,합성 예시 데이터,2024,2024-06-12,6,수요일,3,고학년,3교시,11:01,강당·체육관,기타 체육,넘어짐
SAMPLE-02785,합성 예시 데이터,2023,2023-06-12,6,월요일,5,고학년,2교시,10:19,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02786,합성 예시 데이터,2025,2025-07-28,7,월요일,5,고학년,5교시,13:47,계단·복도,놀이·휴식,넘어짐
SAMPLE-02787,합성 예시 데이터,2025,2025-06-13,6,금요일,6,고학년,5교시,13:18,강당·체육관,이동·보행,추락
SAMPLE-02788,합성 예시 데이터,2025,2025-06-25,6,수요일,4,고학년,6교시,14:26,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02789,합성 예시 데이터,2021,2021-04-02,4,금요일,2,저학년,3교시,11:29,교실·학습공간,놀이·휴식,기타
SAMPLE-02790,합성 예시 데이터,2025,2025-09-01,9,월요일,3,고학년,하교,15:21,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-02791,합성 예시 데이터,2025,2025-05-01,5,목요일,4,고학년,쉬는시간,10:53,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02792,합성 예시 데이터,2023,2023-08-23,8,수요일,4,고학년,3교시,10:56,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-02793,합성 예시 데이터,2025,2025-12-19,12,금요일,4,고학년,5교시,13:06,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-02794,합성 예시 데이터,2022,2022-12-06,12,화요일,4,고학년,하교,17:00,교문·외부동선,이동·보행,미끄러짐
SAMPLE-02795,합성 예시 데이터,2021,2021-03-24,3,수요일,1,저학년,4교시,11:40,교실·학습공간,수업·실습,넘어짐
SAMPLE-02796,합성 예시 데이터,2023,2023-10-31,10,화요일,3,고학년,1교시,09:00,계단·복도,놀이·휴식,넘어짐
SAMPLE-02797,합성 예시 데이터,2023,2023-11-30,11,목요일,1,저학년,점심시간,12:47,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02798,합성 예시 데이터,2022,2022-11-11,11,금요일,6,고학년,점심시간,12:32,급식·위생공간,놀이·휴식,부딪힘·충돌
SAMPLE-02799,합성 예시 데이터,2024,2024-04-11,4,목요일,5,고학년,쉬는시간,11:45,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02800,합성 예시 데이터,2021,2021-08-02,8,월요일,2,저학년,점심시간,12:40,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02801,합성 예시 데이터,2025,2025-05-05,5,월요일,5,고학년,2교시,10:39,교실·학습공간,수업·실습,넘어짐
SAMPLE-02802,합성 예시 데이터,2024,2024-04-05,4,금요일,6,고학년,점심시간,12:49,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02803,합성 예시 데이터,2025,2025-03-28,3,금요일,6,고학년,6교시,14:00,강당·체육관,이동·보행,넘어짐
SAMPLE-02804,합성 예시 데이터,2021,2021-03-15,3,월요일,5,고학년,5교시,13:15,강당·체육관,기타 체육,넘어짐
SAMPLE-02805,합성 예시 데이터,2021,2021-12-02,12,목요일,2,저학년,쉬는시간,13:26,화장실·위생공간,이동·보행,부딪힘·충돌
SAMPLE-02806,합성 예시 데이터,2024,2024-10-02,10,수요일,6,고학년,쉬는시간,12:38,운동장,놀이·휴식,넘어짐
SAMPLE-02807,합성 예시 데이터,2022,2022-07-07,7,목요일,5,고학년,점심시간,12:42,계단·복도,이동·보행,미끄러짐
SAMPLE-02808,합성 예시 데이터,2023,2023-04-28,4,금요일,6,고학년,점심시간,12:28,급식·위생공간,식사·위생,넘어짐
SAMPLE-02809,합성 예시 데이터,2021,2021-07-09,7,금요일,5,고학년,5교시,13:02,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-02810,합성 예시 데이터,2023,2023-08-28,8,월요일,1,저학년,하교,14:50,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02811,합성 예시 데이터,2022,2022-05-17,5,화요일,3,고학년,방과후,16:28,강당·체육관,이동·보행,부딪힘·충돌
SAMPLE-02812,합성 예시 데이터,2021,2021-06-04,6,금요일,2,저학년,점심시간,12:10,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02813,합성 예시 데이터,2021,2021-10-20,10,수요일,5,고학년,4교시,11:35,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-02814,합성 예시 데이터,2023,2023-03-21,3,화요일,6,고학년,3교시,10:42,계단·복도,놀이·휴식,미끄러짐
SAMPLE-02815,합성 예시 데이터,2021,2021-07-22,7,목요일,4,고학년,등교 전,08:55,운동장,구기·라켓스포츠,기타
SAMPLE-02816,합성 예시 데이터,2025,2025-05-28,5,수요일,6,고학년,4교시,12:06,교실·학습공간,이동·보행,넘어짐
SAMPLE-02817,합성 예시 데이터,2021,2021-03-18,3,목요일,5,고학년,하교,14:21,교문·외부동선,이동·보행,넘어짐
SAMPLE-02818,합성 예시 데이터,2022,2022-11-29,11,화요일,2,저학년,쉬는시간,14:09,운동장,구기·라켓스포츠,기타
SAMPLE-02819,합성 예시 데이터,2025,2025-12-02,12,화요일,3,고학년,점심시간,12:46,급식·위생공간,식사·위생,기타
SAMPLE-02820,합성 예시 데이터,2022,2022-09-05,9,월요일,1,저학년,5교시,13:18,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02821,합성 예시 데이터,2024,2024-11-12,11,화요일,2,저학년,하교,17:13,교실·학습공간,수업·실습,기타
SAMPLE-02822,합성 예시 데이터,2024,2024-03-21,3,목요일,1,저학년,쉬는시간,14:02,화장실·위생공간,식사·위생,넘어짐
SAMPLE-02823,합성 예시 데이터,2023,2023-07-07,7,금요일,5,고학년,쉬는시간,09:42,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-02824,합성 예시 데이터,2025,2025-05-28,5,수요일,4,고학년,쉬는시간,12:42,운동장,기타 체육,추락
SAMPLE-02825,합성 예시 데이터,2021,2021-09-30,9,목요일,4,고학년,방과후,14:38,강당·체육관,이동·보행,넘어짐
SAMPLE-02826,합성 예시 데이터,2023,2023-06-02,6,금요일,3,고학년,쉬는시간,10:13,교실·학습공간,이동·보행,넘어짐
SAMPLE-02827,합성 예시 데이터,2021,2021-03-24,3,수요일,6,고학년,4교시,11:42,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02828,합성 예시 데이터,2022,2022-07-28,7,목요일,6,고학년,쉬는시간,09:42,계단·복도,이동·보행,넘어짐
SAMPLE-02829,합성 예시 데이터,2022,2022-06-17,6,금요일,4,고학년,1교시,09:08,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-02830,합성 예시 데이터,2021,2021-03-18,3,목요일,6,고학년,점심시간,12:57,급식·위생공간,식사·위생,기타
SAMPLE-02831,합성 예시 데이터,2022,2022-07-20,7,수요일,6,고학년,5교시,13:29,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-02832,합성 예시 데이터,2024,2024-11-19,11,화요일,6,고학년,점심시간,12:38,급식·위생공간,식사·위생,넘어짐
SAMPLE-02833,합성 예시 데이터,2021,2021-11-03,11,수요일,1,저학년,하교,15:47,계단·복도,이동·보행,미끄러짐
SAMPLE-02834,합성 예시 데이터,2025,2025-06-05,6,목요일,6,고학년,2교시,10:15,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-02835,합성 예시 데이터,2022,2022-12-02,12,금요일,6,고학년,1교시,09:38,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02836,합성 예시 데이터,2022,2022-12-02,12,금요일,2,저학년,6교시,14:12,계단·복도,이동·보행,넘어짐
SAMPLE-02837,합성 예시 데이터,2024,2024-11-26,11,화요일,3,고학년,점심시간,12:36,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02838,합성 예시 데이터,2021,2021-05-04,5,화요일,3,고학년,1교시,09:03,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-02839,합성 예시 데이터,2023,2023-06-01,6,목요일,1,저학년,3교시,10:54,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02840,합성 예시 데이터,2024,2024-09-09,9,월요일,6,고학년,점심시간,12:22,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02841,합성 예시 데이터,2025,2025-07-30,7,수요일,3,고학년,5교시,13:20,교실·학습공간,수업·실습,넘어짐
SAMPLE-02842,합성 예시 데이터,2024,2024-09-24,9,화요일,6,고학년,4교시,11:44,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02843,합성 예시 데이터,2024,2024-11-29,11,금요일,6,고학년,하교,14:34,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-02844,합성 예시 데이터,2024,2024-05-01,5,수요일,5,고학년,4교시,11:41,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02845,합성 예시 데이터,2025,2025-12-10,12,수요일,6,고학년,점심시간,12:12,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-02846,합성 예시 데이터,2021,2021-09-16,9,목요일,1,저학년,쉬는시간,13:21,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02847,합성 예시 데이터,2021,2021-06-28,6,월요일,5,고학년,점심시간,12:17,계단·복도,이동·보행,추락
SAMPLE-02848,합성 예시 데이터,2022,2022-06-09,6,목요일,6,고학년,점심시간,12:19,계단·복도,이동·보행,추락
SAMPLE-02849,합성 예시 데이터,2025,2025-10-09,10,목요일,2,저학년,5교시,13:25,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-02850,합성 예시 데이터,2024,2024-09-06,9,금요일,2,저학년,등교 전,07:59,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-02851,합성 예시 데이터,2025,2025-08-25,8,월요일,6,고학년,등교 전,07:42,계단·복도,기타,기타
SAMPLE-02852,합성 예시 데이터,2023,2023-10-11,10,수요일,4,고학년,1교시,09:21,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02853,합성 예시 데이터,2025,2025-09-22,9,월요일,2,저학년,등교 전,08:05,교문·외부동선,놀이·휴식,부딪힘·충돌
SAMPLE-02854,합성 예시 데이터,2024,2024-09-20,9,금요일,4,고학년,점심시간,12:37,급식·위생공간,식사·위생,미끄러짐
SAMPLE-02855,합성 예시 데이터,2023,2023-11-24,11,금요일,6,고학년,점심시간,12:27,계단·복도,이동·보행,넘어짐
SAMPLE-02856,합성 예시 데이터,2024,2024-11-21,11,목요일,5,고학년,방과후,16:25,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-02857,합성 예시 데이터,2023,2023-03-07,3,화요일,6,고학년,5교시,13:40,강당·체육관,이동·보행,부딪힘·충돌
SAMPLE-02858,합성 예시 데이터,2023,2023-04-24,4,월요일,4,고학년,쉬는시간,11:12,화장실·위생공간,식사·위생,미끄러짐
SAMPLE-02859,합성 예시 데이터,2021,2021-11-12,11,금요일,3,고학년,4교시,12:05,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-02860,합성 예시 데이터,2025,2025-12-09,12,화요일,4,고학년,2교시,10:07,교실·학습공간,수업·실습,기타
SAMPLE-02861,합성 예시 데이터,2023,2023-10-05,10,목요일,6,고학년,방과후,16:31,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02862,합성 예시 데이터,2025,2025-12-19,12,금요일,6,고학년,쉬는시간,10:25,계단·복도,이동·보행,넘어짐
SAMPLE-02863,합성 예시 데이터,2025,2025-05-27,5,화요일,4,고학년,3교시,11:13,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02864,합성 예시 데이터,2021,2021-11-11,11,목요일,6,고학년,하교,15:38,교문·외부동선,교통·탑승,기타
SAMPLE-02865,합성 예시 데이터,2021,2021-09-07,9,화요일,3,고학년,6교시,14:25,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02866,합성 예시 데이터,2021,2021-09-24,9,금요일,1,저학년,방과후,15:16,계단·복도,이동·보행,넘어짐
SAMPLE-02867,합성 예시 데이터,2024,2024-05-22,5,수요일,6,고학년,쉬는시간,11:00,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02868,합성 예시 데이터,2023,2023-07-21,7,금요일,4,고학년,하교,17:15,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-02869,합성 예시 데이터,2021,2021-07-09,7,금요일,3,고학년,쉬는시간,12:08,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02870,합성 예시 데이터,2023,2023-10-06,10,금요일,3,고학년,2교시,10:07,강당·체육관,기타 체육,기타
SAMPLE-02871,합성 예시 데이터,2023,2023-09-06,9,수요일,5,고학년,6교시,14:09,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-02872,합성 예시 데이터,2023,2023-03-23,3,목요일,1,저학년,쉬는시간,12:55,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-02873,합성 예시 데이터,2022,2022-11-28,11,월요일,5,고학년,쉬는시간,10:44,교실·학습공간,이동·보행,미끄러짐
SAMPLE-02874,합성 예시 데이터,2021,2021-09-15,9,수요일,3,고학년,쉬는시간,10:41,운동장,기타 체육,넘어짐
SAMPLE-02875,합성 예시 데이터,2024,2024-05-06,5,월요일,6,고학년,쉬는시간,11:26,화장실·위생공간,놀이·휴식,부딪힘·충돌
SAMPLE-02876,합성 예시 데이터,2025,2025-10-03,10,금요일,4,고학년,쉬는시간,13:08,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02877,합성 예시 데이터,2021,2021-08-24,8,화요일,4,고학년,3교시,11:01,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-02878,합성 예시 데이터,2025,2025-12-03,12,수요일,3,고학년,점심시간,12:22,교실·학습공간,놀이·휴식,기타
SAMPLE-02879,합성 예시 데이터,2022,2022-10-26,10,수요일,4,고학년,점심시간,12:20,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-02880,합성 예시 데이터,2021,2021-07-08,7,목요일,5,고학년,4교시,11:38,교실·학습공간,수업·실습,기타
SAMPLE-02881,합성 예시 데이터,2024,2024-10-31,10,목요일,6,고학년,1교시,09:23,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02882,합성 예시 데이터,2022,2022-04-12,4,화요일,3,고학년,6교시,14:27,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02883,합성 예시 데이터,2023,2023-12-19,12,화요일,6,고학년,하교,16:34,교문·외부동선,이동·보행,추락
SAMPLE-02884,합성 예시 데이터,2022,2022-04-01,4,금요일,5,고학년,점심시간,12:39,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-02885,합성 예시 데이터,2024,2024-07-05,7,금요일,3,고학년,쉬는시간,10:53,계단·복도,이동·보행,넘어짐
SAMPLE-02886,합성 예시 데이터,2021,2021-09-09,9,목요일,1,저학년,3교시,10:42,운동장,놀이·휴식,미끄러짐
SAMPLE-02887,합성 예시 데이터,2024,2024-05-27,5,월요일,5,고학년,쉬는시간,12:30,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-02888,합성 예시 데이터,2021,2021-06-29,6,화요일,1,저학년,1교시,09:21,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02889,합성 예시 데이터,2021,2021-10-12,10,화요일,3,고학년,5교시,13:48,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-02890,합성 예시 데이터,2022,2022-09-27,9,화요일,3,고학년,점심시간,12:22,계단·복도,이동·보행,미끄러짐
SAMPLE-02891,합성 예시 데이터,2025,2025-04-23,4,수요일,2,저학년,5교시,13:03,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02892,합성 예시 데이터,2023,2023-11-27,11,월요일,1,저학년,3교시,11:26,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-02893,합성 예시 데이터,2025,2025-09-05,9,금요일,2,저학년,쉬는시간,11:50,운동장,기타 체육,부딪힘·충돌
SAMPLE-02894,합성 예시 데이터,2021,2021-09-13,9,월요일,5,고학년,점심시간,12:30,계단·복도,이동·보행,넘어짐
SAMPLE-02895,합성 예시 데이터,2023,2023-09-04,9,월요일,3,고학년,3교시,10:59,교실·학습공간,이동·보행,넘어짐
SAMPLE-02896,합성 예시 데이터,2021,2021-10-15,10,금요일,2,저학년,쉬는시간,13:30,계단·복도,이동·보행,넘어짐
SAMPLE-02897,합성 예시 데이터,2022,2022-11-09,11,수요일,6,고학년,5교시,13:06,교실·학습공간,놀이·휴식,기타
SAMPLE-02898,합성 예시 데이터,2024,2024-07-25,7,목요일,4,고학년,쉬는시간,11:57,계단·복도,놀이·휴식,미끄러짐
SAMPLE-02899,합성 예시 데이터,2021,2021-03-08,3,월요일,1,저학년,점심시간,12:22,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02900,합성 예시 데이터,2021,2021-04-01,4,목요일,3,고학년,쉬는시간,10:51,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02901,합성 예시 데이터,2025,2025-03-24,3,월요일,4,고학년,방과후,15:24,강당·체육관,기타 체육,추락
SAMPLE-02902,합성 예시 데이터,2021,2021-12-16,12,목요일,2,저학년,방과후,16:54,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02903,합성 예시 데이터,2025,2025-11-27,11,목요일,4,고학년,3교시,10:51,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02904,합성 예시 데이터,2025,2025-08-27,8,수요일,3,고학년,5교시,13:37,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-02905,합성 예시 데이터,2024,2024-07-02,7,화요일,5,고학년,방과후,16:24,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02906,합성 예시 데이터,2023,2023-10-16,10,월요일,3,고학년,점심시간,12:32,계단·복도,기타,기타
SAMPLE-02907,합성 예시 데이터,2025,2025-07-25,7,금요일,5,고학년,하교,15:15,교문·외부동선,이동·보행,넘어짐
SAMPLE-02908,합성 예시 데이터,2021,2021-05-11,5,화요일,3,고학년,쉬는시간,11:22,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02909,합성 예시 데이터,2021,2021-09-07,9,화요일,2,저학년,쉬는시간,13:43,화장실·위생공간,식사·위생,화상
SAMPLE-02910,합성 예시 데이터,2022,2022-10-03,10,월요일,6,고학년,4교시,12:04,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02911,합성 예시 데이터,2024,2024-10-16,10,수요일,6,고학년,4교시,12:04,강당·체육관,이동·보행,넘어짐
SAMPLE-02912,합성 예시 데이터,2023,2023-07-26,7,수요일,3,고학년,3교시,11:15,운동장,기타 체육,넘어짐
SAMPLE-02913,합성 예시 데이터,2021,2021-11-12,11,금요일,5,고학년,5교시,13:46,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-02914,합성 예시 데이터,2024,2024-09-18,9,수요일,4,고학년,5교시,13:44,강당·체육관,기타 체육,넘어짐
SAMPLE-02915,합성 예시 데이터,2021,2021-09-21,9,화요일,5,고학년,5교시,13:32,운동장,기타 체육,넘어짐
SAMPLE-02916,합성 예시 데이터,2022,2022-07-18,7,월요일,1,저학년,쉬는시간,09:58,계단·복도,기타,넘어짐
SAMPLE-02917,합성 예시 데이터,2024,2024-05-03,5,금요일,1,저학년,5교시,13:40,운동장,놀이·휴식,넘어짐
SAMPLE-02918,합성 예시 데이터,2024,2024-05-21,5,화요일,2,저학년,방과후,16:19,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-02919,합성 예시 데이터,2024,2024-09-19,9,목요일,2,저학년,4교시,11:33,교실·학습공간,놀이·휴식,기타
SAMPLE-02920,합성 예시 데이터,2022,2022-09-28,9,수요일,2,저학년,점심시간,12:59,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-02921,합성 예시 데이터,2022,2022-11-10,11,목요일,4,고학년,4교시,11:35,교실·학습공간,놀이·휴식,기타
SAMPLE-02922,합성 예시 데이터,2021,2021-12-08,12,수요일,5,고학년,방과후,16:52,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02923,합성 예시 데이터,2023,2023-03-23,3,목요일,5,고학년,쉬는시간,11:42,계단·복도,이동·보행,넘어짐
SAMPLE-02924,합성 예시 데이터,2023,2023-09-22,9,금요일,2,저학년,쉬는시간,11:57,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-02925,합성 예시 데이터,2021,2021-09-07,9,화요일,5,고학년,점심시간,12:46,급식·위생공간,식사·위생,기타
SAMPLE-02926,합성 예시 데이터,2022,2022-10-06,10,목요일,4,고학년,5교시,13:03,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-02927,합성 예시 데이터,2021,2021-06-28,6,월요일,6,고학년,5교시,13:23,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02928,합성 예시 데이터,2024,2024-11-08,11,금요일,3,고학년,1교시,09:18,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02929,합성 예시 데이터,2025,2025-12-04,12,목요일,6,고학년,쉬는시간,10:16,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02930,합성 예시 데이터,2023,2023-09-06,9,수요일,5,고학년,하교,17:01,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02931,합성 예시 데이터,2024,2024-09-24,9,화요일,3,고학년,3교시,11:13,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02932,합성 예시 데이터,2025,2025-06-23,6,월요일,2,저학년,4교시,11:42,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-02933,합성 예시 데이터,2023,2023-11-30,11,목요일,1,저학년,1교시,09:38,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-02934,합성 예시 데이터,2024,2024-06-11,6,화요일,4,고학년,쉬는시간,13:00,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-02935,합성 예시 데이터,2025,2025-09-10,9,수요일,3,고학년,점심시간,12:39,급식·위생공간,식사·위생,기타
SAMPLE-02936,합성 예시 데이터,2024,2024-11-07,11,목요일,5,고학년,3교시,11:16,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-02937,합성 예시 데이터,2025,2025-10-30,10,목요일,6,고학년,3교시,10:57,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02938,합성 예시 데이터,2025,2025-09-24,9,수요일,6,고학년,하교,15:47,교실·학습공간,놀이·휴식,기타
SAMPLE-02939,합성 예시 데이터,2022,2022-10-28,10,금요일,4,고학년,4교시,11:40,교실·학습공간,이동·보행,넘어짐
SAMPLE-02940,합성 예시 데이터,2023,2023-09-14,9,목요일,5,고학년,5교시,13:48,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02941,합성 예시 데이터,2024,2024-03-15,3,금요일,3,고학년,방과후,16:49,운동장,놀이·휴식,넘어짐
SAMPLE-02942,합성 예시 데이터,2022,2022-06-23,6,목요일,5,고학년,6교시,14:16,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-02943,합성 예시 데이터,2025,2025-05-13,5,화요일,6,고학년,1교시,09:11,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-02944,합성 예시 데이터,2025,2025-06-30,6,월요일,6,고학년,6교시,14:00,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-02945,합성 예시 데이터,2022,2022-05-31,5,화요일,4,고학년,1교시,09:48,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-02946,합성 예시 데이터,2024,2024-07-05,7,금요일,2,저학년,5교시,13:20,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-02947,합성 예시 데이터,2021,2021-11-12,11,금요일,1,저학년,쉬는시간,14:10,화장실·위생공간,이동·보행,넘어짐
SAMPLE-02948,합성 예시 데이터,2021,2021-06-25,6,금요일,3,고학년,점심시간,12:34,급식·위생공간,이동·보행,넘어짐
SAMPLE-02949,합성 예시 데이터,2022,2022-03-24,3,목요일,6,고학년,점심시간,12:35,운동장,놀이·휴식,넘어짐
SAMPLE-02950,합성 예시 데이터,2022,2022-03-01,3,화요일,5,고학년,점심시간,12:45,계단·복도,이동·보행,넘어짐
SAMPLE-02951,합성 예시 데이터,2025,2025-04-14,4,월요일,3,고학년,점심시간,12:40,급식·위생공간,식사·위생,넘어짐
SAMPLE-02952,합성 예시 데이터,2024,2024-05-23,5,목요일,4,고학년,3교시,10:45,계단·복도,이동·보행,넘어짐
SAMPLE-02953,합성 예시 데이터,2024,2024-07-19,7,금요일,6,고학년,점심시간,12:58,급식·위생공간,식사·위생,넘어짐
SAMPLE-02954,합성 예시 데이터,2022,2022-11-07,11,월요일,2,저학년,쉬는시간,11:15,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-02955,합성 예시 데이터,2024,2024-07-31,7,수요일,4,고학년,6교시,14:16,운동장,구기·라켓스포츠,넘어짐
SAMPLE-02956,합성 예시 데이터,2025,2025-08-12,8,화요일,1,저학년,점심시간,12:43,계단·복도,이동·보행,미끄러짐
SAMPLE-02957,합성 예시 데이터,2023,2023-06-28,6,수요일,6,고학년,방과후,15:27,운동장,기타 체육,넘어짐
SAMPLE-02958,합성 예시 데이터,2025,2025-06-12,6,목요일,2,저학년,쉬는시간,13:28,계단·복도,놀이·휴식,기타
SAMPLE-02959,합성 예시 데이터,2024,2024-08-22,8,목요일,3,고학년,방과후,17:16,강당·체육관,기타 체육,넘어짐
SAMPLE-02960,합성 예시 데이터,2022,2022-06-30,6,목요일,4,고학년,점심시간,12:51,계단·복도,이동·보행,미끄러짐
SAMPLE-02961,합성 예시 데이터,2025,2025-08-18,8,월요일,6,고학년,5교시,13:06,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-02962,합성 예시 데이터,2023,2023-07-14,7,금요일,3,고학년,1교시,09:22,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02963,합성 예시 데이터,2021,2021-12-02,12,목요일,2,저학년,3교시,11:23,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-02964,합성 예시 데이터,2025,2025-10-28,10,화요일,6,고학년,점심시간,12:48,계단·복도,이동·보행,넘어짐
SAMPLE-02965,합성 예시 데이터,2022,2022-12-14,12,수요일,6,고학년,방과후,16:32,계단·복도,이동·보행,미끄러짐
SAMPLE-02966,합성 예시 데이터,2023,2023-04-20,4,목요일,3,고학년,4교시,12:00,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-02967,합성 예시 데이터,2022,2022-03-10,3,목요일,1,저학년,하교,14:10,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-02968,합성 예시 데이터,2022,2022-05-06,5,금요일,1,저학년,방과후,16:18,계단·복도,놀이·휴식,미끄러짐
SAMPLE-02969,합성 예시 데이터,2023,2023-09-15,9,금요일,3,고학년,쉬는시간,11:50,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-02970,합성 예시 데이터,2021,2021-12-16,12,목요일,6,고학년,방과후,15:00,운동장,놀이·휴식,미끄러짐
